SIZE_0,SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_4,SHAPE_5,SHAPE_6,SHAPE_7,SHAPE_8,SHAPE_9,SHAPE_10
201.8,0.456,0.465,2.266,1.551,1.411,1.165,1.649,1.069,3.219,0.365
203.2,0.465,0.468,2.302,1.400,1.276,1.074,1.667,1.002,3.315,0.384
201.2,0.504,0.429,2.245,1.490,1.374,1.133,1.484,1.123,3.029,0.380
195.7,0.470,0.456,2.219,1.450,1.301,1.089,1.641,1.023,3.188,0.361
183.5,0.461,0.461,2.118,1.419,1.243,1.107,1.605,0.960,3.214,0.360
198.0,0.552,0.454,2.086,1.281,1.374,1.197,1.544,0.917,3.247,0.368
195.5,0.545,0.455,2.048,1.486,1.337,1.125,1.399,1.067,3.100,0.376
203.5,0.578,0.454,2.023,1.291,1.291,1.098,1.470,0.964,3.056,0.391
204.6,0.575,0.486,1.919,1.279,1.301,1.148,1.561,1.032,3.142,0.357
197.8,0.489,0.458,2.175,1.373,1.384,1.078,1.629,1.022,3.149,0.371
201.3,0.514,0.463,2.178,1.288,1.376,1.057,1.464,1.003,3.161,0.384
200.6,0.522,0.473,2.100,1.354,1.312,1.205,1.517,1.001,3.377,0.355
198.6,0.607,0.475,2.023,1.267,1.317,1.188,1.477,0.955,3.323,0.377
195.6,0.451,0.466,2.275,1.468,1.334,1.035,1.579,0.981,3.148,0.378
209.2,0.459,0.471,2.242,1.307,1.255,1.072,1.569,0.940,3.262,0.393
199.3,0.494,0.488,2.141,1.190,1.353,1.172,1.606,0.988,3.214,0.346
201.7,0.607,0.464,2.055,1.411,1.234,1.087,1.444,1.073,3.194,0.378
206.2,0.508,0.474,2.171,1.431,1.339,1.085,1.466,0.995,3.201,0.390
202.3,0.492,0.432,2.195,1.405,1.330,1.115,1.447,1.051,3.155,0.369
207.7,0.490,0.468,2.287,1.499,1.345,1.107,1.554,1.083,3.252,0.389
193.6,0.439,0.451,2.296,1.366,1.258,1.028,1.664,0.949,3.166,0.355
194.2,0.501,0.473,2.322,1.470,1.361,1.159,1.630,1.037,3.352,0.371
211.5,0.607,0.465,2.001,1.339,1.430,1.180,1.537,1.119,3.124,0.381
217.1,0.496,0.448,2.321,1.388,1.383,1.113,1.472,1.089,3.186,0.411
207.9,0.460,0.452,2.250,1.266,1.247,1.152,1.605,0.968,3.119,0.395
197.7,0.536,0.460,2.207,1.460,1.379,1.117,1.486,1.103,3.298,0.384
212.8,0.523,0.436,2.041,1.451,1.312,1.157,1.536,1.041,3.130,0.382
208.7,0.487,0.450,2.117,1.365,1.386,1.106,1.570,1.026,3.252,0.401
203.1,0.534,0.477,2.085,1.319,1.338,1.151,1.566,1.046,3.466,0.382
191.8,0.506,0.476,2.224,1.478,1.381,1.121,1.573,1.014,3.188,0.372
191.2,0.482,0.493,2.199,1.231,1.337,1.111,1.798,0.966,3.205,0.349
202.7,0.439,0.464,2.247,1.425,1.263,1.091,1.648,0.969,3.478,0.397
199.3,0.473,0.486,2.210,1.509,1.322,1.045,1.644,0.982,3.271,0.381
199.6,0.441,0.452,2.257,1.488,1.389,1.070,1.653,0.969,3.062,0.369
202.2,0.455,0.469,2.270,1.359,1.264,1.052,1.678,1.000,3.316,0.387
195.3,0.476,0.461,2.368,1.463,1.405,1.171,1.640,1.057,3.140,0.367
186.9,0.481,0.478,2.240,1.474,1.515,1.107,1.574,1.044,3.331,0.352
183.9,0.536,0.473,2.150,1.401,1.274,1.104,1.574,1.052,3.347,0.347
192.4,0.514,0.471,2.346,1.483,1.333,1.152,1.537,1.079,3.310,0.369
196.8,0.500,0.467,2.172,1.398,1.311,1.069,1.580,1.031,3.262,0.374
198.7,0.493,0.463,2.328,1.284,1.294,1.086,1.650,1.011,3.256,0.371
195.6,0.471,0.463,2.200,1.365,1.358,1.103,1.653,1.051,3.089,0.379
189.4,0.515,0.456,2.173,1.380,1.399,1.083,1.530,1.009,3.220,0.358
192.7,0.466,0.476,2.241,1.574,1.300,1.067,1.583,0.970,3.294,0.354
190.5,0.468,0.470,2.316,1.433,1.326,1.120,1.584,0.969,3.218,0.359
193.7,0.468,0.473,2.281,1.407,1.393,1.103,1.649,1.001,3.235,0.365
207.5,0.536,0.473,2.122,1.245,1.388,1.169,1.473,0.994,3.267,0.388
193.2,0.583,0.469,2.145,1.496,1.330,1.099,1.508,1.095,3.179,0.364
197.9,0.466,0.480,2.244,1.197,1.425,1.082,1.691,0.997,3.331,0.341
215.8,0.699,0.480,1.889,1.297,1.329,1.175,1.358,1.037,3.283,0.388
205.2,0.500,0.462,2.152,1.349,1.317,1.093,1.625,1.016,3.297,0.380
195.2,0.491,0.457,2.142,1.574,1.434,1.163,1.671,0.984,3.314,0.369
187.0,0.534,0.481,2.293,1.335,1.324,1.115,1.553,0.991,3.365,0.371
189.8,0.490,0.470,2.236,1.299,1.352,1.090,1.620,0.994,3.293,0.358
192.9,0.468,0.460,2.291,1.601,1.311,1.173,1.692,1.070,3.253,0.368
210.4,0.486,0.448,2.090,1.330,1.498,1.124,1.546,0.968,3.082,0.376
198.1,0.509,0.464,2.206,1.400,1.474,1.109,1.573,0.997,3.226,0.371
191.3,0.444,0.467,2.318,1.485,1.341,1.103,1.633,0.997,3.153,0.352
197.0,0.505,0.451,2.224,1.477,1.348,1.074,1.510,1.009,3.149,0.386
219.2,0.520,0.435,1.995,1.462,1.375,1.145,1.568,1.049,3.190,0.418
212.0,0.511,0.460,2.129,1.399,1.346,1.081,1.411,1.031,3.270,0.420
197.5,0.616,0.444,1.869,1.369,1.386,1.084,1.459,1.102,2.943,0.376
197.5,0.600,0.471,1.948,1.400,1.360,1.141,1.521,1.074,3.340,0.357
210.9,0.572,0.451,2.106,1.446,1.338,1.173,1.483,1.082,3.037,0.382
192.1,0.612,0.479,1.993,1.274,1.264,1.036,1.322,1.010,3.281,0.372
188.5,0.487,0.459,2.178,1.347,1.349,1.097,1.604,0.956,3.179,0.356
209.0,0.587,0.455,2.026,1.352,1.394,1.099,1.464,1.086,3.099,0.389
187.3,0.581,0.483,2.138,1.330,1.252,1.080,1.441,1.090,3.166,0.370
200.3,0.472,0.477,2.224,1.407,1.406,1.128,1.620,0.933,3.317,0.379
195.6,0.573,0.470,2.222,1.528,1.188,1.112,1.303,1.113,3.335,0.366
200.7,0.612,0.474,2.126,1.368,1.228,1.118,1.334,1.082,3.081,0.380
199.9,0.489,0.462,2.176,1.362,1.344,1.098,1.527,1.066,3.119,0.378
205.2,0.607,0.481,1.901,1.226,1.236,1.062,1.418,1.038,3.275,0.391
199.0,0.512,0.465,2.189,1.241,1.238,1.097,1.459,0.984,3.341,0.380
205.7,0.489,0.457,2.149,1.358,1.166,1.083,1.575,0.962,3.206,0.375
198.5,0.560,0.482,2.044,1.273,1.326,1.072,1.503,1.015,3.230,0.369
205.4,0.536,0.470,2.093,1.447,1.227,1.102,1.434,1.046,3.188,0.382
201.4,0.496,0.486,2.142,1.463,1.331,1.120,1.515,0.954,3.478,0.366
188.7,0.530,0.465,2.045,1.478,1.348,1.083,1.566,1.010,3.260,0.366
204.3,0.522,0.465,2.258,1.418,1.352,1.199,1.506,1.125,3.152,0.380
198.5,0.538,0.471,2.069,1.356,1.283,1.054,1.491,0.959,3.267,0.380
190.8,0.523,0.467,2.220,1.361,1.358,1.132,1.501,1.053,3.168,0.330
201.3,0.545,0.472,2.161,1.485,1.403,1.032,1.499,1.123,3.204,0.378
213.0,0.595,0.468,1.979,1.234,1.312,1.080,1.427,1.061,3.156,0.404
194.2,0.579,0.469,1.974,1.341,1.228,1.057,1.451,1.008,3.127,0.369
197.3,0.557,0.465,2.049,1.346,1.339,1.094,1.464,0.980,3.136,0.371
196.6,0.576,0.458,2.065,1.288,1.277,1.090,1.538,0.962,3.174,0.371
205.3,0.474,0.464,2.220,1.384,1.234,1.138,1.625,1.069,3.143,0.371
198.4,0.530,0.456,2.075,1.336,1.363,1.100,1.545,1.016,3.342,0.377
194.3,0.542,0.472,2.155,1.468,1.299,1.111,1.453,1.108,3.316,0.372
193.9,0.565,0.475,2.224,1.459,1.362,1.148,1.448,1.098,3.288,0.360
202.1,0.467,0.461,2.227,1.422,1.268,1.066,1.661,1.084,3.109,0.357
195.0,0.580,0.465,2.044,1.337,1.341,1.096,1.396,1.009,3.185,0.386
200.3,0.498,0.487,2.193,1.450,1.314,1.158,1.627,0.948,3.391,0.385
196.2,0.525,0.452,2.107,1.380,1.373,1.158,1.535,1.015,3.178,0.379
199.6,0.527,0.477,2.180,1.362,1.402,1.131,1.497,1.042,3.322,0.386
200.6,0.560,0.479,2.126,1.371,1.266,1.079,1.396,1.029,3.314,0.376
211.3,0.542,0.449,2.047,1.385,1.319,1.176,1.451,1.025,3.203,0.389
189.3,0.602,0.455,2.032,1.377,1.249,1.111,1.414,1.099,3.162,0.375
214.0,0.585,0.471,2.118,1.450,1.297,1.101,1.386,1.104,3.162,0.412
189.2,0.644,0.489,2.143,1.480,1.301,1.112,1.366,1.118,3.355,0.345
210.2,0.529,0.453,2.241,1.483,1.338,1.139,1.534,1.156,3.084,0.400
192.0,0.510,0.459,2.258,1.370,1.319,1.128,1.565,1.061,3.265,0.371
210.5,0.575,0.459,2.142,1.283,1.424,1.219,1.466,0.972,3.309,0.400
206.3,0.530,0.458,2.065,1.452,1.124,1.078,1.475,1.056,3.086,0.419
192.1,0.528,0.460,2.347,1.387,1.316,1.139,1.442,1.067,3.230,0.371
193.2,0.582,0.455,2.003,1.491,1.404,1.050,1.445,1.076,3.072,0.376
195.6,0.537,0.455,2.122,1.478,1.327,1.186,1.428,1.132,3.215,0.375
198.5,0.531,0.446,2.056,1.485,1.233,1.220,1.490,1.038,3.063,0.367
197.1,0.502,0.466,2.104,1.396,1.151,1.098,1.619,0.901,3.117,0.396
196.7,0.467,0.455,2.257,1.491,1.233,1.070,1.458,1.027,3.152,0.387
204.2,0.544,0.466,2.105,1.345,1.424,1.115,1.482,1.011,3.168,0.385
196.5,0.545,0.461,2.232,1.407,1.311,1.102,1.551,1.072,3.251,0.376
194.0,0.470,0.466,2.370,1.492,1.338,1.065,1.534,1.055,3.162,0.352
198.2,0.535,0.481,2.120,1.390,1.388,1.138,1.402,1.007,3.162,0.359
197.8,0.527,0.465,2.190,1.288,1.391,1.111,1.512,1.012,3.124,0.343
201.1,0.494,0.460,2.181,1.410,1.266,1.077,1.441,1.066,3.181,0.377
190.5,0.525,0.456,2.164,1.397,1.352,1.094,1.504,1.095,3.048,0.363
200.6,0.479,0.456,2.285,1.430,1.339,1.109,1.580,1.020,3.298,0.384
197.7,0.521,0.461,2.248,1.476,1.423,1.076,1.606,1.043,3.225,0.344
193.5,0.500,0.468,2.291,1.481,1.388,1.186,1.601,1.080,3.162,0.368
198.1,0.527,0.501,2.220,1.270,1.328,1.065,1.539,1.036,3.317,0.376
199.6,0.517,0.463,2.138,1.298,1.348,1.116,1.589,1.032,3.288,0.378
193.8,0.544,0.477,2.247,1.353,1.278,1.226,1.479,1.033,3.210,0.352
223.4,0.581,0.450,2.076,1.279,1.276,1.044,1.388,1.025,3.237,0.390
230.9,0.772,0.463,2.004,0.972,1.542,1.296,1.195,0.895,3.305,0.384
201.6,0.576,0.464,2.166,1.357,1.269,1.083,1.465,1.089,3.148,0.380
187.3,0.538,0.480,2.144,1.370,1.235,1.125,1.521,0.977,3.250,0.358
198.0,0.483,0.459,2.145,1.439,1.308,1.101,1.576,0.993,3.168,0.369
205.1,0.452,0.463,2.261,1.414,1.270,1.072,1.594,0.964,3.338,0.381
212.3,0.566,0.441,1.998,1.286,1.439,1.133,1.470,1.031,3.230,0.394
207.6,0.567,0.449,2.087,1.295,1.310,1.187,1.533,0.973,3.166,0.391
202.0,0.538,0.451,2.169,1.453,1.240,1.052,1.492,1.114,3.121,0.404
203.0,0.514,0.454,2.224,1.382,1.281,1.028,1.586,1.104,3.175,0.372
203.4,0.484,0.466,2.090,1.343,1.341,1.089,1.541,0.984,3.251,0.380
197.7,0.511,0.456,2.279,1.319,1.288,1.149,1.488,1.063,3.305,0.365
196.2,0.557,0.476,2.083,1.302,1.218,1.088,1.360,1.032,3.226,0.367
192.8,0.477,0.477,2.219,1.452,1.329,1.096,1.583,1.008,3.159,0.368
202.4,0.511,0.475,2.265,1.522,1.356,1.120,1.485,1.076,3.289,0.379
192.8,0.514,0.464,2.101,1.398,1.354,1.088,1.587,1.010,3.251,0.363
195.4,0.501,0.461,2.253,1.436,1.298,1.078,1.515,1.018,3.195,0.359
212.2,0.478,0.454,2.255,1.348,1.358,1.087,1.579,0.999,3.322,0.371
211.0,0.492,0.456,2.218,1.413,1.297,1.094,1.610,0.964,3.027,0.412
203.0,0.491,0.451,2.230,1.399,1.319,1.127,1.588,0.975,3.093,0.395
197.7,0.577,0.475,2.026,1.307,1.229,1.052,1.521,1.027,3.168,0.379
185.4,0.511,0.464,2.116,1.476,1.413,1.028,1.451,1.018,3.269,0.327
197.1,0.660,0.436,2.035,1.348,1.271,1.106,1.411,1.058,3.115,0.375
203.0,0.520,0.460,2.256,1.448,1.317,1.120,1.476,1.048,3.358,0.399
205.7,0.528,0.449,2.169,1.416,1.277,1.173,1.530,1.088,3.082,0.399
202.2,0.595,0.451,1.966,1.435,1.327,1.124,1.479,1.123,3.092,0.394
187.6,0.530,0.482,2.390,1.610,1.450,1.104,1.378,1.127,3.203,0.357
196.6,0.597,0.471,2.211,1.478,1.434,1.227,1.455,1.168,3.357,0.384
182.9,0.488,0.463,2.253,1.370,1.301,1.092,1.578,0.965,3.081,0.362
195.7,0.539,0.449,2.189,1.432,1.289,1.034,1.477,1.011,3.064,0.377
209.8,0.511,0.469,2.204,1.347,1.289,1.082,1.547,1.016,3.305,0.400
186.2,0.494,0.475,2.325,1.369,1.334,1.084,1.545,1.033,3.379,0.353
192.8,0.523,0.471,2.269,1.386,1.296,1.153,1.530,1.137,3.233,0.388
195.4,0.553,0.467,2.018,1.312,1.365,1.053,1.501,1.027,3.140,0.372
190.8,0.494,0.445,2.137,1.298,1.422,1.155,1.576,1.000,3.146,0.346
197.8,0.633,0.478,1.954,1.329,1.277,1.060,1.502,1.037,3.342,0.353
199.3,0.557,0.452,2.060,1.497,1.339,1.147,1.509,1.046,3.282,0.366
203.0,0.500,0.458,2.195,1.491,1.440,1.170,1.384,1.007,3.191,0.386
205.5,0.552,0.474,1.998,1.410,1.290,1.100,1.508,1.053,3.246,0.373
196.4,0.528,0.456,2.099,1.568,1.380,1.113,1.460,1.060,3.035,0.363
203.2,0.529,0.468,2.205,1.277,1.421,1.086,1.497,1.001,3.352,0.383
205.9,0.564,0.445,2.098,1.369,1.180,1.172,1.492,1.024,3.013,0.370
203.5,0.476,0.471,2.295,1.365,1.362,1.047,1.720,0.935,3.339,0.371
189.0,0.466,0.456,2.472,1.494,1.374,1.123,1.671,1.117,3.207,0.371
192.6,0.449,0.490,2.293,1.451,1.263,1.034,1.512,0.968,3.237,0.363
202.7,0.623,0.477,1.956,1.228,1.349,1.160,1.389,1.014,3.130,0.388
201.5,0.480,0.454,2.198,1.383,1.327,1.164,1.478,1.030,3.203,0.374
209.1,0.629,0.452,2.078,1.337,1.361,1.125,1.372,1.098,3.182,0.372
198.5,0.512,0.459,2.192,1.454,1.413,1.144,1.480,1.002,3.171,0.381
200.6,0.473,0.464,2.150,1.446,1.295,1.096,1.621,1.021,3.222,0.382
191.7,0.505,0.471,2.199,1.416,1.347,1.071,1.648,1.026,3.269,0.376
197.9,0.539,0.459,2.130,1.302,1.305,1.145,1.536,0.974,3.106,0.355
204.9,0.504,0.458,2.076,1.328,1.571,1.136,1.621,1.035,3.211,0.405
209.9,0.582,0.469,1.935,1.458,1.316,1.109,1.385,1.044,3.260,0.380
211.6,0.578,0.464,1.986,1.395,1.379,1.141,1.463,1.041,3.277,0.381
190.5,0.498,0.455,2.347,1.539,1.291,1.129,1.533,1.031,3.118,0.369
190.7,0.503,0.454,2.252,1.434,1.352,1.040,1.526,1.055,3.187,0.364
192.6,0.534,0.453,2.219,1.314,1.349,1.127,1.496,0.983,3.183,0.365
205.7,0.515,0.464,2.161,1.307,1.272,1.104,1.488,1.003,3.255,0.377
202.5,0.523,0.464,2.139,1.438,1.196,1.067,1.560,1.099,3.230,0.399
215.7,0.504,0.463,2.158,1.334,1.381,1.163,1.471,1.059,3.307,0.419
200.9,0.552,0.446,2.104,1.285,1.238,1.077,1.507,1.046,3.208,0.362
211.5,0.522,0.478,2.186,1.231,1.352,1.142,1.631,0.985,3.218,0.382
195.5,0.493,0.470,2.291,1.386,1.319,1.047,1.546,1.031,3.102,0.370
191.9,0.520,0.474,2.190,1.327,1.259,1.156,1.641,1.048,3.290,0.352
194.4,0.516,0.456,2.153,1.392,1.319,1.151,1.562,0.969,3.124,0.368
205.1,0.505,0.433,2.184,1.508,1.379,1.110,1.490,1.149,2.952,0.397
196.8,0.501,0.482,2.296,1.335,1.339,1.171,1.605,1.024,3.461,0.365
197.6,0.574,0.448,2.044,1.365,1.366,1.177,1.610,1.048,3.174,0.360
211.6,0.537,0.447,2.081,1.263,1.294,1.048,1.563,1.031,3.134,0.398
197.8,0.478,0.454,2.279,1.408,1.330,1.068,1.512,1.050,3.179,0.378
201.6,0.493,0.462,2.171,1.451,1.291,1.073,1.573,1.075,3.262,0.372
198.6,0.514,0.439,2.193,1.348,1.366,1.131,1.582,1.056,3.035,0.391
201.5,0.589,0.453,2.055,1.388,1.314,1.068,1.358,1.061,3.142,0.371
182.9,0.479,0.494,2.461,1.340,1.435,1.056,1.552,0.991,3.309,0.356
201.0,0.523,0.463,2.194,1.476,1.397,1.156,1.550,1.099,3.225,0.409
202.2,0.578,0.466,2.005,1.288,1.296,1.135,1.441,1.023,3.233,0.371
208.9,0.466,0.468,2.336,1.354,1.313,1.035,1.616,1.014,3.159,0.388
200.2,0.503,0.468,2.259,1.523,1.309,1.078,1.580,1.089,3.225,0.390
202.6,0.548,0.455,2.152,1.356,1.380,1.147,1.419,1.098,3.050,0.376
190.8,0.498,0.472,2.287,1.419,1.292,1.085,1.625,1.065,3.134,0.374
204.5,0.528,0.471,2.197,1.394,1.289,1.158,1.615,1.037,3.141,0.383
201.7,0.623,0.459,2.067,1.314,1.474,1.109,1.399,1.102,3.189,0.396
191.7,0.501,0.459,2.252,1.329,1.364,1.102,1.527,1.014,3.159,0.382
209.7,0.454,0.472,2.186,1.347,1.271,1.060,1.630,0.943,3.208,0.404
206.3,0.451,0.453,2.228,1.315,1.366,1.092,1.455,1.020,3.043,0.396
219.2,0.498,0.452,2.076,1.391,1.380,1.136,1.500,0.958,3.197,0.404
192.9,0.520,0.470,2.220,1.296,1.264,1.034,1.508,1.013,3.116,0.362
195.1,0.434,0.464,2.165,1.489,1.240,1.048,1.582,0.958,3.340,0.379
199.6,0.612,0.452,1.961,1.181,1.302,1.174,1.394,0.944,3.273,0.381
196.9,0.472,0.436,2.056,1.557,1.332,1.093,1.606,1.069,3.057,0.352
185.8,0.517,0.466,2.243,1.486,1.299,1.107,1.481,1.077,3.169,0.375
193.1,0.507,0.466,2.378,1.404,1.283,1.058,1.612,1.068,3.300,0.374
208.1,0.520,0.459,2.179,1.378,1.278,1.165,1.545,1.072,3.088,0.400
196.5,0.528,0.447,2.152,1.367,1.243,1.088,1.473,1.059,2.979,0.387
192.8,0.530,0.477,2.114,1.319,1.293,1.113,1.552,0.972,3.220,0.367
194.6,0.457,0.459,2.313,1.271,1.401,1.087,1.561,0.984,3.232,0.375
196.1,0.460,0.456,2.269,1.489,1.294,1.081,1.613,1.099,3.175,0.363
193.7,0.539,0.453,2.162,1.378,1.344,1.076,1.480,1.031,3.099,0.377
204.6,0.463,0.460,2.404,1.522,1.418,1.142,1.524,1.059,3.174,0.369
198.6,0.581,0.474,2.055,1.383,1.315,1.067,1.572,1.035,3.248,0.391
198.4,0.509,0.466,2.134,1.301,1.320,1.179,1.603,0.991,3.087,0.380
190.8,0.544,0.491,2.126,1.281,1.322,1.118,1.511,1.087,3.320,0.358
199.7,0.628,0.481,2.058,1.233,1.295,1.098,1.419,0.971,3.247,0.352
195.8,0.481,0.465,2.212,1.460,1.325,1.119,1.597,1.082,3.210,0.383
195.8,0.498,0.467,2.088,1.421,1.353,1.167,1.473,0.967,3.317,0.343
201.3,0.551,0.445,2.133,1.453,1.334,1.159,1.526,1.027,3.171,0.400
207.0,0.583,0.453,1.938,1.430,1.264,1.044,1.323,1.110,3.095,0.374
203.1,0.497,0.466,2.218,1.346,1.342,1.144,1.485,1.002,3.256,0.395
195.9,0.469,0.475,2.364,1.407,1.349,1.059,1.463,1.002,3.448,0.373
199.1,0.580,0.467,2.046,1.363,1.281,1.063,1.409,1.020,3.198,0.387
196.6,0.506,0.474,2.224,1.416,1.201,1.061,1.476,1.007,3.175,0.383
200.6,0.554,0.467,2.113,1.342,1.261,1.102,1.561,1.021,3.226,0.359
200.8,0.550,0.480,2.179,1.307,1.285,1.102,1.369,1.018,3.245,0.397
188.6,0.475,0.460,2.306,1.411,1.332,1.038,1.472,1.036,3.214,0.379
190.3,0.493,0.452,2.240,1.463,1.215,0.968,1.577,1.065,3.168,0.370
198.0,0.594,0.459,2.050,1.302,1.347,1.098,1.530,0.958,3.236,0.379
201.3,0.519,0.449,2.040,1.384,1.325,1.075,1.576,0.983,3.050,0.370
200.7,0.572,0.484,2.090,1.312,1.407,1.211,1.413,0.982,3.322,0.352
206.8,0.517,0.470,2.096,1.332,1.292,1.131,1.556,1.027,3.247,0.375
194.6,0.485,0.464,2.249,1.501,1.402,1.107,1.566,1.024,3.175,0.371
197.0,0.491,0.476,2.230,1.457,1.238,1.097,1.548,0.977,3.202,0.363
196.4,0.523,0.461,2.247,1.495,1.253,1.080,1.477,1.071,3.172,0.383
207.2,0.519,0.457,2.134,1.373,1.408,1.211,1.422,1.048,3.218,0.388
206.7,0.501,0.472,2.322,1.390,1.300,1.054,1.465,1.049,3.158,0.405
185.6,0.505,0.495,2.318,1.485,1.269,1.040,1.625,1.019,3.413,0.358
197.1,0.463,0.432,2.279,1.398,1.287,1.089,1.708,1.027,3.087,0.381
209.2,0.650,0.458,2.014,1.269,1.309,1.175,1.370,1.076,3.295,0.398
196.4,0.529,0.457,2.150,1.280,1.339,1.061,1.492,0.988,3.259,0.363
194.5,0.549,0.467,2.080,1.359,1.303,1.098,1.520,1.020,3.387,0.375
198.2,0.462,0.458,2.439,1.408,1.325,1.063,1.628,1.037,3.156,0.379
